리뷰,성별,키,몸무게,사이즈,밝기,색감,두께감
산뜻하고 사이즈가 잘 맞아요 올 봄에 입을려고 샀는데 매우 만족합니다,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
크네요 완전   생각한거랑 좀 다른데 그래도 나쁘지 않아요,남성, 180cm, 85kg,커요,밝아요,보통이에요,보통이에요
후드티랑 맨투맨 즐겨입는 편인데 레이어드로 코디하기 아주 좋네요 가격도 착하고 만족합니다 ,남성, 186cm, 82kg,보통이에요,보통이에요,보통이에요,보통이에요
넣어입어도 예쁘고 빼 입어도 예뻐요 기장 조절 잘 하세요,남성, 183cm, 75kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 기장이 너무 딱 좋아요 원래사이즈보다 2사이즈 작게 구매 하시는 것을 추천합니다,남성, 179cm, 71kg,커요,보통이에요,보통이에요,보통이에요
기장이 정말 길어서 저정도 키시면  가는게 좋습니다 ,남성, 176cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
기장이 정말 길어서 저정도 키시면  가는게 좋습니다 ,남성, 176cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다 많이 길어요 기장길이 꼭 확인하고 구매하시는거 추천드립니다,남성, 175cm, 70kg,커요,보통이에요,보통이에요,보통이에요
편하게 입을 수 있는 옷을 원했는데 전반적으로 깔끔하고 마음에 드네요,남성, 175cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 하기 넘 편해요 길이감도 있고 두께도 적당해요,남성, 174cm, 75kg,커요,밝아요,선명해요,보통이에요
레이어드 용으로 구매햇어요 어깨가 살짝 작은거 빼곤 만족해요,여성, 164cm, 61kg,보통이에요,밝아요,선명해요,얇아요
괴물같은 총장의 무탠다드 레이어드 티입니다 보통 기장의  사이즈가 없어서 급하게 긴 기장  를 시켜보았습니다 오버핏 맨투맨을 입었을 때 적절하게 레이어링 되나  좀 더 몸이 감싸지게 되었습니다 ,남성, 174cm, 83kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드가 좀 커요 맨투맨에 맞게 입을려면은 일반기장으로 사시면 좋아요,남성, 179cm, 60kg,커요,보통이에요,보통이에요,보통이에요
길리가 생각보다 길긴하데 레이어드하기 딱 좋아염,남성, 168cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드할때 길이감 적당하고 넣입해도 이뻐요 제 신체 사이즈이신 분들  추천합니다,남성, 176cm, 73kg,보통이에요,보통이에요,선명해요,보통이에요
재 스팩에  사이즈 샀는데도 엄청 기네요폼은 붙고 길이만 긴 너낌입니다아마 이너라서 그런거 같은데   가 딱 좋았을뻔 했습니다약간 길어서 건조기에 한번 돌려 볼 예정면이랑 쫀득한 느낌은 딱 좋은 것 같네요  ,남성, 175cm, 70kg,커요,보통이에요,선명해요,보통이에요
모든 자켓안에 이너로 무조건 입어요 너무 좋아요,여성, 168cm, 65kg,커요,밝아요,선명해요,얇아요
편하고 예쁘고 좋습니다 최고에여 담에도 살것같아요,남성, 181cm, 61kg,커요,보통이에요,보통이에요,보통이에요
173에50인데  너무 크네요  사세요 좀 크면 입으려고요,남성, 172cm, 48kg,보통이에요,보통이에요,보통이에요,보통이에요
길어서 레이어드 하기 편하고 단독으로 입어도 예뻐요,남성, 184cm, 66kg,커요,보통이에요,보통이에요,보통이에요
어깨넓이는 맞는데 길이가 너무 기네요ㅜ 제 다리가 2센치만 길면 좋으련만 ,남성, 180cm, 89kg,커요,보통이에요,보통이에요,보통이에요
긴 기장을 가진 옷에 레이어드 하려고 샀습니다  용도에 맞게 산 것 같아요 ,남성, 181cm, 69kg,보통이에요,밝아요,보통이에요,보통이에요
레이어드하기 좋은 옷 잘 산것 같습니다 잘 입을게요 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
무난하고 좋아요기장이 길어서 레이어드 하기 좋아요,남성, 173cm, 68kg,커요,보통이에요,보통이에요,얇아요
핏 이쁘네요 가성비 좋은 제품입니다 구매하세요,남성, 187cm, 90kg,커요,보통이에요,보통이에요,보통이에요
맨투맨이나 후드 이너로 입기 딱좋은 사이즈입니다,남성, 180cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
기본 흰색 레이어드하기는 좋아요  다만 길이가 좀 길어요 ,남성, 178cm, 70kg,커요,보통이에요,보통이에요,보통이에요
편해용 편해요 편해여 푠행요 편해요 평해요 편헤요,여성, 174cm, 100kg,커요,보통이에요,보통이에요,보통이에요
레이어드용 딱입니다 베이지색 군더더기 없는    고런 반팔샤쓰,남성, 172cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
이정도가격에 이정도퀄리티  재구매의향있습니다 믿고살게요 ,남성, 173cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
맨투맨 안에 레이어드 할 티셔츠를 찾다보니 다른 브랜드들은 기장이 너무 짧아서 받쳐입은 티가 안나더라구요  근데 무탠다드는 기장도 시원하고 옆트임도 있어서 힙스럽고 좋습니다  ,남성, 182cm, 78kg,보통이에요,밝아요,선명해요,보통이에요
레이어드하기 딱 좋은 사이즈인데 세탁하면 좀 줄어들어서 한치수 크게 재구매 했습니다,남성, 173cm, 70kg,커요,밝아요,선명해요,보통이에요
레이어드 첫구매인데 생각 보단 괜찮네요 감사합니다 ,남성, 185cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
가장 작은 사이즈로 샀는데도 크네요  한번 건조기 돌렸더니 딱 알맞은 기장입니다,남성, 170cm, 62kg,커요,밝아요,선명해요,보통이에요
  인데도 레이어드인거 잘 티나고 이쁨 살만할듯ㅇㅇ,남성, 173cm, 54kg,보통이에요,보통이에요,보통이에요,얇아요
좀 길어요  긴기장이랑 기본기장 그 중간 길이 만들어주세요ㅜ,여성, 163cm, 52kg,보통이에요,보통이에요,보통이에요,보통이에요
좀 길어요  긴기장이랑 기본기장 그 중간 길이 만들어주세요ㅜ,여성, 163cm, 52kg,보통이에요,보통이에요,보통이에요,보통이에요
기장은 긴데 와이드하진 않아서 딱 레이어드하기 좋아요,남성, 182cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
기본티로 입기 너무 조아요  적당한 길이랑 재질도 좋네요,남성, 188cm, 89kg,보통이에요,보통이에요,보통이에요,보통이에요
기본티로 입기 너무 조아요  적당한 길이랑 재질도 좋네요,남성, 188cm, 89kg,보통이에요,보통이에요,보통이에요,보통이에요
기본티로 입기 너무 조아요  적당한 길이랑 재질도 좋네요,남성, 188cm, 89kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드용으로 샀는데 살짝 큰거 제외하면 아주 만족합니다,남성, 167cm, 62kg,커요,보통이에요,보통이에요,보통이에요
길긴 많이 깁니다 참고해주시면 좋을듯합니다그래도 좋아요,남성, 177cm, 70kg,커요,보통이에요,보통이에요,보통이에요
옷이 너무 편하고 좋아요 레이어드로 좋은 거 같아요,남성, 172cm, 60kg,커요,보통이에요,보통이에요,보통이에요
너무 좋아요 짱짱 다음에도 구매할게여 그럼이만,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
옷이 너무 편하고 좋아요 레이어드로 좋은 거 같아요,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
제가 키는 쫌 크고 몸무게는 마른편인데 사이즈가 크게 나온거 같아서  하니까 레이어드 할 때 길이가 딱 좋아여  저랑 스펙 비슷하신분들은 참고 해보세여ㅕㅇ 사진은 니트 기장이 좀 길어여 ,남성, 181cm, 61kg,커요,보통이에요,보통이에요,보통이에요
엠살까 에스살까 고민하다가 혹시나 해서 에스 샀는데 에스도 진짜 커요 164기준 엉덩이 완벽 덮어요  완전 잘산둣요 히히,여성, 166cm, 52kg,커요,밝아요,보통이에요,보통이에요
넘 좋아서 계속 사들이고 있어요짱이에요레이어드용으로 ㅋㅋ,남성, 183cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
살짝 긴듯한 느낌이 들어요  기장이 아주 긴 후드티에는  사이즈가 맞지만 대체로  가 잘 맞네요  기장별로 사이즈 두개 다 구입하는걸 추천드립니다 ,남성, 175cm, 75kg,커요,밝아요,선명해요,보통이에요
원단도 좋고 옷이 넘 맘에 들어요   보다는  가 좀 더 잘 맞는 느낌이 들어요 ,남성, 169cm, 68kg,보통이에요,밝아요,선명해요,보통이에요
레이어드용으로 샀어요흰티 내려입게사이즈 작아보였는데 입으니 딱임,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
맨투맨 레이어드로 받쳐입기 아주 좋습니다 강추,NaN,NaN,NaN,커요,밝아요,선명해요,두꺼워요
이정도 기장이라고 생각하시면 됩니다  레이어드하기 최고에요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,얇아요
이 기장   너무 좋습니다  제가 찾던 레이어드 기장이에요,NaN,NaN,NaN,작아요,보통이에요,보통이에요,보통이에요
면도 탄탄하고 기장감이 레이어드하기에 좋아요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 엄청 크다 못해 원피스 같아요 옷 재질 짱짱하고 이번 여름 이걸로 버틸 수 있을 것 같아오,남성, 185cm, 80kg,커요,밝아요,보통이에요,두꺼워요
레이어드로 흰색 샀는데만족스러워서 검정도 구매,여성, 165cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드용으로 구매했고벌써7벌째네요하루에 한벌씩 요아이만 입게되는요즘 최애템입니다,남성, 168cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
너무너무 길어요     인데 상상초월이라    짧은기장이엇으면 좋앗을듯,남성, 180cm, 79kg,커요,보통이에요,보통이에요,보통이에요
임산부라 긴 티가 필요해서 구매 했어요 일자트레이닝 입고 안에 긴티입고 겉에 가디건같은거 입을려고삿는데 길이도 길도 너무 좋아요 ,여성, 160cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드로 최강입니다 제가 젤 좋아하는 길이예요 엄청 길어요   ,남성, 174cm, 58kg,커요,밝아요,선명해요,얇아요
생각보다 더 기장이 길지만 두툼하고 부드럽고 만족,남성, 170cm, 65kg,커요,보통이에요,보통이에요,두꺼워요
160한테 에스는 너무 길어요 좀 긴 후드티랑 레이어드 하긴 했는데 난쟁이됨,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
레이어드용으로 딱좋은것같아요  두께도 적당해요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 하기 딱 좋은 기장에 재질도 가성비도 좋습니다 추천해요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
가격대비 질은 좋고 레이어드 하기 좋은 기장입니다 단품은 힘들겠네요,남성, 180cm, 73kg,보통이에요,보통이에요,보통이에요,보통이에요
비침 별로 없어서 단품으로도 가능할거 같고 건조기 돌려도 잘 안늘어날거 같아요 ,남성, 189cm, 89kg,커요,보통이에요,보통이에요,보통이에요
사이즈 1다운 했는데도 길긴 하네요그래도 레이어드용으론 적당한거 같아요,남성, 183cm, 74kg,커요,밝아요,선명해요,보통이에요
기장이 너무 긴거에 반해 옷이 너무 무난해서 집에서만 입을듯,남성, 178cm, 76kg,커요,보통이에요,보통이에요,보통이에요
맨투맨 안에 입으니까 길이도 적당하고 원하던 느낌이어서 구매 잘한 것 같아요  ,NaN,NaN,NaN,보통이에요,밝아요,선명해요,보통이에요
레깅스에 입기 찰떡입니다엉덩이가려주는 딱조은 길이에요,NaN,NaN,NaN,보통이에요,밝아요,선명해요,보통이에요
길고 좋습니다  두께감 적당해요  레이어드로 좋고 그냥입어도 좋아요,NaN,NaN,NaN,보통이에요,보통이에요,선명해요,보통이에요
 사이즈는 생각보다 길어요   레이어드 용으로 구입했는데 옷에 따라 어울리는 기장이 달라서 결국  랑   사이즈 둘 다 구입했네요  저랑 비슷한 스펙이신 분들은 사이즈 두개 다 구입하는걸 추천드립니다 ,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
예전에 사고 레이어드할때 기장감이 너무 좋아서 다시 구매했습니다  역시 좋네요 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
폭이 좁아서 울지않아 레이어드하기 좋아요 추천합니다,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
폭이 좁아허 레이어드했을때 울지 않아서 좋네요  만족합니다 ,남성, 178cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 활용만 잘한다면 이쁜 옷이 될 수 있을겁니다  ,남성, 180cm, 80kg,커요,밝아요,선명해요,얇아요
그분께서 레깅스 입을때  엉덩이 완전히 덮는 기장을 원해서 사이즈 업해서 삼 색감 원단 기장감 그분께서 원하던대로     사진은 내가 대신  171에65 남자 착샷이니 참고  엉덩이 다 덮고도 남음 저는 본래   이나   기장감이 딱 좋음 ,여성, 169cm, 53kg,보통이에요,밝아요,선명해요,보통이에요
무신사 레이어드티는 여러벌구입해서 잘입고있습니다,남성, 178cm, 78kg,커요,보통이에요,선명해요,보통이에요
기본템으로 아주 잘 쓰고 있는 레이어드티입니다 ,남성, 174cm, 67kg,보통이에요,보통이에요,보통이에요,보통이에요
어깨핏부터 옆트임과 제가 원하는 사이즈로 왔어요만족합니다,남성, 186cm, 75kg,커요,보통이에요,보통이에요,두꺼워요
추천받아서 구매했습니다 생각보다 좋아서 잘 쓰고있어요,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
길다해서 한치수 다운햇는데도 길어요길게 빼는거 좋아하면 추천 ,NaN,NaN,NaN,보통이에요,보통이에요,보통이에요,보통이에요
셋업에도 어울리고 그냥 기본티라 어디든 소화하기 쉬워서 좋네요,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
바지에 넣어서 이너로 넣어 입어도 될거 같습니다 편해요,NaN,NaN,NaN,커요,밝아요,선명해요,보통이에요
좋습니다  근데 좀 긴느낌입니다 그래도 사용하는데 좋아요,남성, 170cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
사이즈 좋네요  다음에 또 구매하려고 합니다  역시 무탠다드,남성, 170cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
길이감은 좋은데 이게 세탁후 수축이좀 있음그래서 아예 긴걸가서 세탁두세번하니까 원하는기장감이나옴 암튼 오버하게 입는다내맨투맨도 오버다 하면   추천,남성, 176cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
색감 좋고 사이즈 넉넉해서 좋고 너무 두껍지 않아서 좋네요 ,여성, 160cm, 58kg,커요,보통이에요,보통이에요,보통이에요
맘에들어요 조금만 짧으면 좋겠지만 긴 맨투맨에는 딱이고 짧은 후드에는 조금 올려입으니 좋네요,남성, 170cm, 60kg,커요,밝아요,선명해요,보통이에요
길이가길고폭이좁아서이너로입기딱적당한거같아여,여성, 174cm, 78kg,보통이에요,보통이에요,보통이에요,보통이에요
너무 길어서   ㅋㅋ담엔 더짧은걸로 해야겠어요 소재는좋아요,남성, 180cm, 64kg,커요,밝아요,선명해요,보통이에요
잘 받았습니다 감사합니다 넉넉한 사이즈라 좋습니다받쳐입기 딱입니다,남성, 167cm, 50kg,커요,밝아요,선명해요,두꺼워요
깔끔하고 이쁜데 편해서 너무 마음에 들고 좋아요,NaN,NaN,NaN,작아요,보통이에요,보통이에요,보통이에요
생가보다 기장이 꽤 깁니다  옷은 무난하게 괜찮습니다 ,NaN,NaN,NaN,커요,보통이에요,보통이에요,보통이에요
길이 긴거 사서 좀 크긴한데 위에 후드를 큰거 입으니까 입을만해요,남성, 166cm, 60kg,커요,보통이에요,보통이에요,보통이에요
손을 폈을때 검지 한 마디 정도 까지 와요길어요길이,남성, 170cm, 64kg,보통이에요,보통이에요,보통이에요,보통이에요
생각보다도 5센치 이상길다고 생각하시면됩니다,남성, 181cm, 76kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 무탠다드    기본은 무신사만한곳이 없어요    모두모두 많이사서 더 싸고 좋은거 만들라고 협박하자,남성, 189cm, 92kg,보통이에요,보통이에요,보통이에요,보통이에요
길이도적당하고 이너 레이어드로 입기좋습니다,남성, 185cm, 109kg,보통이에요,밝아요,선명해요,두꺼워요
레이어드할 수 있도록 길게 잘 나왓습니다생각보다 얇은 것 같네요,남성, 170cm, 60kg,보통이에요,보통이에요,보통이에요,얇아요
기장 딱 맞고요 두개도 적당하고레이어드 용으로 딱 좋은 거 같아요 더 구입하고 싶네요,남성, 179cm, 66kg,보통이에요,밝아요,보통이에요,보통이에요
재질 너무 훌륭하고 근데 너무 길어요 좀 작게입어야할듯  ,남성, 177cm, 59kg,커요,밝아요,보통이에요,얇아요
레이어드로 이만한게 없으요기장 엄청 길고 편함역시 무탠다드 갓성비,남성, 183cm, 80kg,커요,보통이에요,보통이에요,보통이에요
더위많이 타는분들한테 좋아요 얇고 시원하지만 안에 뭐 입는분들에게는 비추합니다 얇아서 안이보여요,남성, 185cm, 78kg,보통이에요,밝아요,보통이에요,얇아요
레이어드에 딱이에요    길이감이 정말 맘에 드네요  ,여성, 167cm, 55kg,커요,보통이에요,선명해요,보통이에요
레이어드티 필요해서 샀는데 한치수 작게 시킬껄 그랬네요,남성, 185cm, 78kg,커요,밝아요,선명해요,보통이에요
원래 사이즈보다 한참 작게 샀어요  어짜피 이너티라서 길이가 중요해요 제 키 몸무게이신분들은   추천드릴게요 완전좋아요,남성, 184cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드용으로 샀습니다 기장이 살짝 나오게 딱 좋네요 ,남성, 179cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
핏도 좋고 사이즈도 맘에들고 너무 멋있엉요 옷이 맘에들어요,남성, 178cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
살짝 오버사이즈 인데 길이감이 적당히 길어서 저처럼 배가 차가운 사람이 바지안에 넣기에도 알맞은 길이네요,남성, 163cm, 68kg,커요,어두워요,선명해요,보통이에요
맨투맨 밑에 레어드해서 입으려고 구입했어요 사이즈 고민했는데 잘 산거 같아요,남성, 185cm, 79kg,보통이에요,보통이에요,보통이에요,보통이에요
맨투맨 후드에 레이어드 하기 좋아요 하지만 좀 길어서 너무 흰공백이 있는건 제실수라서 감안해야겠지요 불래이저처럼 깔끔하게도 할수있어요,남성, 181cm, 74kg,보통이에요,밝아요,선명해요,보통이에요
믿고사는 무탠다드 올검은 자주입는데 흰티 레이어드 하나만해도 스타일이 살아나요,남성, 173cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
어 일단 길이가 너무 길어요   근데 길이는 수선집에슈 줄이면 진짜 너무 너무 이뻐요 후회없음  옷안에 입어도 되고 뭐 바깥에 입어도 괜춘 ,남성, 178cm, 67kg,커요,밝아요,선명해요,얇아요
오버한 핏과 긴 기장으로 이너에 센스있게 포인트주기 좋은것 같아요 ,남성, 170cm, 73kg,보통이에요,밝아요,선명해요,보통이에요
기장 진짜  짱 길어요 스몰이나 엑스스몰이 괜찮을 거 같아요 ,여성, 180cm, 72kg,커요,보통이에요,보통이에요,보통이에요
생각보다 엄청 길어요 맨투맨 기장이 73임에도 많이 길기때문에 73보다 더큰 사이즈 윗옷 아닌이상 비추드립니다그래도 가격에비해 옷이 튼튼하고 가성비 최고의 레이어드 반팔티입니다 추천 굿,남성, 178cm, 70kg,커요,보통이에요,보통이에요,보통이에요
사진은 최대한 정리하고 찍어서 그런데 체감상 생각했던 것보다 꽤 깁니다  참고하세요 ,남성, 173cm, 66kg,커요,보통이에요,보통이에요,보통이에요
길이가 생각 보다 많이 길걸 알고 작게 샀는데도 엄청 기네요 조금 짧은거 샀어도 좋았을듯,남성, 180cm, 72kg,보통이에요,보통이에요,보통이에요,보통이에요
2  가 생각보다 많이 길긴한데 맨투맨 안에 레이어드로 입기 좋습니다  그리고 생각보다 티 퀄리티가 너무 좋아서 놀랐네요,남성, 179cm, 82kg,커요,보통이에요,보통이에요,보통이에요
커요  근데 다른 긴옷에 맞출수있어서 교환안하려고요 작은 사이즈로 하나 더 사려고합니다 ,남성, 170cm, 65kg,커요,보통이에요,보통이에요,보통이에요
레이어드 기장으로 좋고 탄탄하네요 무신사 퀄리티 좋네요 많이 살거같아요,남성, 175cm, 69kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드로 좋아요  그런데 사이즈를 한사이즈 작은걸 할껄 그랬네요,남성, 186cm, 78kg,커요,밝아요,선명해요,보통이에요
기본 레이어드 티 중에서도 기장이 조금 긴 편인 것 같습니다  밑 단 절개되어있는 레이어드 티 별로 안좋아 하는데 가볍게 입기 좋은 것 같아요,남성, 166cm, 55kg,보통이에요,보통이에요,보통이에요,보통이에요
 가 생각보다 크네요 아들내미한테 패스하는 걸로요 여성용으로 좀 더 얇고 가벼운 재질의 레이어드 티가 나왔으면 좋겠어요 ,여성, 169cm, 53kg,커요,밝아요,선명해요,보통이에요
생각보다 너무 길어서 당황했지만 언젠가 키 클 날을 대비해서 남겨둘게요,남성, 177cm, 72kg,커요,밝아요,선명해요,보통이에요
드디어 기장 긴 레이어드 티 찾음 옷감도 좋고 재구매의사 있음ㅎ,남성, 184cm, 74kg,보통이에요,보통이에요,보통이에요,보통이에요
기장좋고 레이어드로 입으면 딱좋은것 같아요 굿,남성, 175cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드 잘 못하겠다 싶은 분들 이 옷 사시면 자연스럽게 완성됩니다,남성, 175cm, 60kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드는 일반 기장  긴 기장 하나씩은 있는게 좋을거같네요,남성, 167cm, 53kg,보통이에요,보통이에요,보통이에요,보통이에요
깔끔하고 예쁜거 같아요 특히 색감이 너무 맘에 드네요,남성, 176cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
총장 길이가 79 8  라  어떤 옷을 입든 잘 매칭이 되는 거 같아요  하지만 살짝 과하게 길어서 주머니 손 넣을 때 걸리는게 흠이네요  살짝 긴거 제외하면 모든면에서 만족스럽네요,남성, 175cm, 65kg,커요,밝아요,보통이에요,보통이에요
옷이 몸에 슬림하게 잘 맞아서 이너용으로 입기 좋은거 같아요 기장도 적당하고 좋습니다,남성, 177cm, 68kg,보통이에요,보통이에요,보통이에요,보통이에요
169 8     66키로 사이즈   저한테 딱맞네요 ㅎㅎ,남성, 169cm, 65kg,보통이에요,보통이에요,보통이에요,보통이에요
169 8     66키로 사이즈   저한테 크네요 ㅎㅎ,남성, 169cm, 65kg,커요,밝아요,선명해요,두꺼워요
하나 사고 입어보니까 맘에들어서 하나 더 샀어요,남성, 172cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
안에 레이어드해서 입어서 좀 구겨지긴했는데 기장이 맘에들어요,남성, 172cm, 62kg,보통이에요,보통이에요,보통이에요,보통이에요
레이어드티로 사용중인데 품질도 좋고 활용성이 좋습니다사실때 사이즈표에 총장 길이보고 사시는 걸 추천드려요,남성, 178cm, 62kg,커요,보통이에요,보통이에요,얇아요
레이어드 용으로 짝 좋습니다   사이즈도 커요  181 82키로 입니다 ,남성, 181cm, 82kg,커요,밝아요,보통이에요,보통이에요
완전 이너치고는 두께감이 있습니다 레이어드 셔츠라  사이즈 180기준 조금 길며 큰 박시한 맨투맨이나 후드 아니면  이좋을거 같아요 ,남성, 180cm, 73kg,커요,보통이에요,보통이에요,얇아요
박시한 스타일로 레이어드하기 딱 좋네요조금 긴 편이라  사이즈도 괜찮았을 듯양쪽에 절개가 들어가있어서 포인트 주기 좋고긴 만큼 일자로 쫙 떨어져서 깔끔해요,남성, 171cm, 84kg,보통이에요,보통이에요,보통이에요,보통이에요
마치 속옷처럼 입는 티셔츠이고 시즌마다 사는 옷입니다 ,남성, 177cm, 77kg,보통이에요,보통이에요,보통이에요,보통이에요
역시 기본 레이어드템으로 무난합니다 살짝 크긴 한데 ㄱㅊ은듯,남성, 178cm, 70kg,보통이에요,보통이에요,보통이에요,보통이에요
길이가 많이 길어요 주문하실때 생각하시고 주문하셔야되요,남성, 174cm, 74kg,커요,보통이에요,보통이에요,두꺼워요
