user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval,cm,총장,어깨너비,가슴단면,소매길이
LV 3 아꽁이1,남성, 170cm, 77kg,[세트]베네핏 트레이닝 셋업-그레이,"XL(후드)기모                                                                            , XL(기모)",5.0,색깔별로 구입했는데 너무 편하고 이쁘다고 아들녀석이 자주 입고 다니네요 이쁘게 잘맞는것 같아요 담에 또구입의사있어요,커요,밝아요,선명해요,두꺼워요,,,,,
LV 5 컵낫,남성, 179cm, 72kg,[세트]베네핏 트레이닝 셋업-블랙,"L(후드)                                                                            , L(기모)",5.0,여자친구랑 커플로 맞췄는데 휘뚜루 마뚜루 입기 좋네요 사이즈도 적당합니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 뉴비_f7a4ab04,남성, 170cm, 67kg,[세트]베네핏 트레이닝 셋업-그레이,"L(맨투맨)                                                                            , L",5.0,배송은 좀 기다렸지만 사이즈 두께감 다 마음에 들어요,보통이에요,보통이에요,선명해요,보통이에요,,,,,
LV 3 뉴비_b1593693,남성, 173cm, 71kg,[세트]베네핏 트레이닝 셋업-오트밀,"L(후드)기모                                                                            , L(기모)",4.0,오버핏 좋습니다. 가볍고 촉감좋은 원단에 따뜻합니다.,보통이에요,보통이에요,선명해요,보통이에요,,,,,
LV 3 뉴비_4cd98be55c36,여성, 170cm, 58kg,[세트]베네핏 트레이닝 셋업-그레이,"M(후드)                                                                            , M",4.0,상의는 꽤 크고 하의는 적당합니다. 기모없이 구입했는데도 두께감이 있는 편입니다.,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 꼬노니,여성, 159cm, 53kg,[세트]베네핏 트레이닝 셋업-오트밀,"M(후드)                                                                            , M",5.0,옷 사이즈 낙낙하고 편하게 입기 좋아요 싸게 잘샀어요! ,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 기Zl,남성, 171cm, 71kg,[세트]베네핏 트레이닝 셋업-네이비,"L(맨투맨)                                                                            , L",5.0,옷 색이 너무 선명해서 좋고 어디든 입어도 너무 이쁠거 같아요,보통이에요,밝아요,선명해요,보통이에요,,,,,
LV 3 바브르,남성, 178cm, 80kg,[세트]베네핏 트레이닝 셋업-오트밀,"XL(후드)                                                                            , XL",5.0,사이즈 평소 xl인데 조금  넉넉한편이라 편하게 잘 맞네요. 한겨울엔 못입지만 지금은 점퍼안에 입기 좋아요.,커요,밝아요,보통이에요,보통이에요,,,,,
LV 3 Assclown,남성, 184cm, 82kg,[세트]베네핏 트레이닝 셋업-블랙,"XL(후드)                                                                            , XL",5.0,편안해요! 원래 오버핏으로 입으려고 크게 샀는데 생각보다 컸어요. 근데 오히려 입기 좋았던 것 같아요.,커요,보통이에요,선명해요,보통이에요,,,,,
LV 3 그런가보다,남성, 171cm, 69kg,[세트]베네핏 트레이닝 셋업-네이비,"M(후드)                                                                            , M",5.0,바지기장은 낙낙하지만 맨투맨이나 바지허리는 여유있게 잘 맞는편입니다.안감이 무척 부드러워요.,보통이에요,보통이에요,선명해요,보통이에요,,,,,
LV 5 최대7자이상,여성, 168cm, 78kg,[세트]베네핏 트레이닝 셋업-오트밀,"M(후드)                                                                            , M",5.0,오트밀색 다들 이걸로 사세요~~제일 이쁜거같습니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 햇살처럼 양아리,남성, 170cm, 70kg,[세트]베네핏 트레이닝 셋업-오트밀,"M(후드)기모                                                                            , L(기모)",5.0,오퍼핏보단 루즈핏이 더 잘 어울려서 바지는 L하고 후드는 M 했어요기모 폭신하니 많이 들어가 있고 맑은 오트밀이라 포근해 보여요,커요,밝아요,선명해요,두꺼워요,,,,,
LV 4 내가 누구게 우하하하,남성, 173cm, 72kg,[세트]베네핏 트레이닝 셋업-오트밀,"L(후드)                                                                            , L",5.0,남자친구랑 커플로 맞췄는데 남자친구는 173에 72정도 되는데 L사이즈가 딱 맞았어요!! 색이 오트밀색이라서 남자 여자 다 잘어울려용,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 내가 누구게 우하하하,여성, 167cm, 56kg,[세트]베네핏 트레이닝 셋업-오트밀,"M(후드)                                                                            , M",5.0,진짜 입으면 개기엽고 후드티는 좀 많이 오버핏이긴 하지만 뭐 나름대로 예쁘고 좋아유,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 겨울스타,남성, 180cm, 85kg,[세트]베네핏 트레이닝 셋업-오트밀,"XL(후드)기모                                                                            , XL(기모)",5.0,기모라서 두툼하고 소재도 좋습니다한겨울 끄떡 없을듯 합니다,커요,밝아요,보통이에요,보통이에요,,,,,
LV 4 박리정,여성, 162cm, 58kg,[세트]베네핏 트레이닝 셋업-오트밀,"M(후드)                                                                            , M",5.0,일반 공용보다 살짝 커요~보는것과 달리 입으면 핏이 좋네요,커요,밝아요,보통이에요,보통이에요,,,,,
LV 3 늑대처럼 홀로,남성, 177cm, 65kg,[세트]베네핏 트레이닝 셋업-블랙,"L(맨투맨)                                                                            , L",5.0,편하고 저렴해서 휘뚤마뚤 입기 좋아요원래 오버핏 안입는데 이건 괜찮네요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_be549854e624,여성, 175cm, 68kg,[세트]베네핏 트레이닝 셋업-블랙,"M(맨투맨)기모                                                                            , M(기모)",5.0,"딸아이 너무 만족스러워하네요 이뻐요^^170,62키로 저에겐 오버핏으로 입기좋으네요~",보통이에요,밝아요,선명해요,보통이에요,,,,,
LV 4 뉴비_c1f5d7b2751d,남성, 185cm, 89kg,[세트]베네핏 트레이닝 셋업-오트밀,"XL(후드)기모                                                                            , XL(기모)",5.0,화면처럼 색상 밝고 도톰해서 따뜻하게입을수있고 너무 편해요,보통이에요,밝아요,보통이에요,두꺼워요,,,,,
LV 6 뚜루비,남성, 173cm, 74kg,[세트]베네핏 트레이닝 셋업-네이비,"M(맨투맨)                                                                            , L",5.0,맨투맨은 좀크고 바지는 좀 붙는다는 사이즈추천 보고 달리사이즈선택했더니 딱 원하는 핏나오네요 가성비 아주 굳입니다 추천쓰 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 tkdkmj0,여성, 160cm, 51kg,[세트]베네핏 트레이닝 셋업-오트밀,"M(후드)                                                                            , M",5.0,약간 오버핏입니다그래서 더 힙하고 이뻐요깔별로 사고싶네요,커요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 밍굴쓰,여성, 168cm, 54kg,[세트]베네핏 트레이닝 셋업-네이비,"L(맨투맨)기모                                                                            , L(기모)",5.0,초겨울에 입기 좋은 세트인 것 같아요!너무 두껍지도 너무 얇지도 않은 기모라 완전 추워지는 겨울에는 패딩과 함께 코디하면 좋을 것 같네용다른 색으로도 하나 더 사고싶어요,커요,보통이에요,선명해요,보통이에요,,,,,
LV 3 0_lth,여성, 161cm, 50kg,[세트]베네핏 트레이닝 셋업-오트밀,"M(후드)기모                                                                            , M",5.0,진짜 개예뻐요ㅠ 솔직히 다른 거 품절이라 아무 생각 없이 산 건데 걍 교복 됨ㅠㅠ,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 멤버_c8e26dd90d9e,남성, 181cm, 70kg,[세트]베네핏 트레이닝 셋업-그레이,"XL(맨투맨)기모                                                                            , L(기모)",5.0,남자친구랑 커플로 샀는데그레이 너무 예뻐요!마른편이라 걱정했는데 맨투맨 xl 예쁜 오버핏이네용바지는 통이 조금 더 커도 예쁠 것 같아요!,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 JoKong,남성, 170cm, 65kg,[세트]베네핏 트레이닝 셋업-그레이,"M(후드)기모                                                                            , M(기모)",5.0,기모 구입했고 사이즈 오버핏으로 마음에 듭니다색상도 딱 제가 원하던 그레이네요 ,보통이에요,보통이에요,선명해요,두꺼워요,,,,,
LV 3 멤버_c8e26dd90d9e,여성, 160cm, 59kg,[세트]베네핏 트레이닝 셋업-네이비,"M(맨투맨)기모                                                                            , M(기모)",5.0,추위를 많이 타서 기모로 골랐는데두꺼운 기모는 아니에요!엄청 보드라운 얇은기모느낌?!그래서 생각보다 엄청 핏이 도톰하다 이건 아닌데넘 보드랍고 폭닥거려서 좋음..바지는 생각보다 통이 크지 않았고맨투맨은 오버핏이라 딱 예쁨담에 바지는 한사이즈 더 큰거 사도 될 것 같아요진한 네이비라 컬러도 맘에 듬 ㅠㅠ,보통이에요,어두워요,선명해요,보통이에요,,,,,
LV 4 이천토백이,여성, 165cm, 60kg,[세트]베네핏 트레이닝 셋업-오트밀,"L(후드)                                                                            , L",5.0,남자친구랑 같이 사서 입었는데 너무 좋아요쵝오에요색감도 너무 맘에 들어요 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 이천토백이,남성, 165cm, 65kg,[세트]베네핏 트레이닝 셋업-네이비,"M(후드)                                                                            , M",5.0,스웻 셋업 처음 사보는데 넘 좋아용~ 핏도 생각한대로 좋았어용 근데 바지 길이는 좀 기네요 허리 한번 접어입었어요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 이유림11,여성, 161cm, 53kg,[세트]베네핏 트레이닝 셋업-오트밀,"M(후드)                                                                            , M",5.0,오우 굳 너무 귀엽고 편해요 짱 편해서 잘 입고 다닐 것 가타용!,커요,밝아요,선명해요,보통이에요,,,,,
LV 3 뉴비_6da0ab165ff2,남성, 190cm, 98kg,[세트]베네핏 트레이닝 셋업-오트밀,"XL(후드)                                                                            , XL",5.0,너무 좋아요 큼지막하고 동생이 좋다고 하네요 기모없는건 얇아요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 여어언재,남성, 169cm, 66kg,[세트]베네핏 트레이닝 셋업-네이비,"M(후드)                                                                            , M",5.0,좋아요 편하고 앞으로 이것만 입을듯 사이즈 170정도면 사이즈mm으로 하세요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 은준힝,남성, 177cm, 75kg,[세트]베네핏 트레이닝 셋업-오트밀,"M(후드)                                                                            , M",5.0,옷 재질도 좋고 따듯해서 좋은 거 같아요 강추합니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 은준힝,남성, 177cm, 75kg,[세트]베네핏 트레이닝 셋업-오트밀,"L(후드)                                                                            , L",5.0,옷 재질도 좋고 따듯해서 좋은 거 같아요 강추합니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 코코공쥬,여성, 171cm, 53kg,[세트]베네핏 트레이닝 셋업-오트밀,"L(후드)기모                                                                            , L(기모)",5.0,"너무 예뻐요ㅠㅠ 색깔별로 다 사고 싶어요,, 진짜 기모로 사세요 폭닥포닥 느낌도 최고고 핏이 너무 예뻐용",커요,밝아요,선명해요,보통이에요,,,,,
LV 3 코코공쥬,여성, 171cm, 53kg,[세트]베네핏 트레이닝 셋업-네이비,"L(맨투맨)기모                                                                            , L(기모)",5.0,"너무 예뻐요ㅠㅠ 색깔별로 다 사고 싶어요,, 진짜 기모로 사세요 폭닥포닥 느낌도 최고고 핏이 너무 예뻐용",커요,밝아요,선명해요,보통이에요,,,,,
LV 3 코코공쥬,여성, 171cm, 53kg,[세트]베네핏 트레이닝 셋업-블랙,"L(후드)기모                                                                            , L(기모)",5.0,"깔별로 쟁여놓고 싶어요,,, 제건 두개 사고 하나는 남자친구 사주고 너무 예뻐요ㅠㅠ 느낌도 기모로 샀는데 폭닥폭닥하구 그레이도 사고싶어져요..",커요,밝아요,선명해요,보통이에요,,,,,
LV 4 navyyyd,남성, 180cm, 78kg,[세트]베네핏 트레이닝 셋업-블랙,"L(후드)기모                                                                            , XL(기모)",5.0,좋아요 사세요 보들보들함팔이 긴편인데 딱맞아여,커요,보통이에요,선명해요,보통이에요,,,,,
LV 5 YSMYH,여성, 164cm, 43kg,[세트]베네핏 트레이닝 셋업-라이트 그레이,"L(후드)                                                                            , M",5.0,오버핏으로 입으려고 L로 샀음. 근데 바지는 취향아니고 후드만 잘 입는 중이에요. 진짜 큰데 그게 귀여운 맛이죵,보통이에요,보통이에요,선명해요,얇아요,,,,,
LV 3 뉴비_95043257b5e0,남성, 180cm, 92kg,[세트]베네핏 트레이닝 셋업-네이비,"XL(후드)기모                                                                            , XL(기모)",5.0,오버핏으로 예뻐요 기모가 많아서 부드럽고 따뜻해요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 navyyyd,여성, 166cm, 55kg,[세트]베네핏 트레이닝 셋업-블랙,"M(후드)기모                                                                            , L(기모)",4.0,좋아용 후드는 오버핏으로 딱인데 바지 길이는 좀 더 길었으면 좋겠어용ㅎㅎ,커요,보통이에요,선명해요,보통이에요,,,,,
LV 4 도톨찡,남성, 180cm, 78kg,[세트]베네핏 트레이닝 셋업-오트밀,"XL(후드)                                                                            , L",5.0,첨에 제품만 보고는 괜히 오트밀로 했나 그랬는데 신랑  입히고 보니 이뿝니당  더운걸 싫어해서 쭈리로 샀는데 잘 입을꺼 같아요  후드도 탄탄해요~,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 navyyyd,여성, 166cm, 55kg,[세트]베네핏 트레이닝 셋업-블랙,"M(후드)기모                                                                            , L(기모)",5.0,좋아용 후드는 오버핏으로 딱인데 바지 길이는 좀 더 길었으면 좋겠어용ㅎㅎ,커요,보통이에요,선명해요,보통이에요,,,,,
LV 3 dada200,남성, 177cm, 76kg,[세트]베네핏 트레이닝 셋업-블랙,"L(맨투맨)                                                                            , L",5.0,도톰해서 좋아요. 상의는 살짝 크고 하의는 적당합니다.,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 znvp21,남성, 178cm, 67kg,[세트]베네핏 트레이닝 셋업-라이트 그레이,"M(후드)                                                                            , M",5.0,여자친구랑 같이 맞췄습니다.편안하고 교복처럼 입고 다니려구요.,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 뉴비_9ccfaeb1051d,여성, 166cm, 58kg,[세트]베네핏 트레이닝 셋업-오트밀,"L(후드)                                                                            , L",5.0,원달도 부들부들하니 좋아요날씨가 쌀쌀해져서 지금 입기좋아여칭구들이 이뿌대용!,보통이에요,보통이에요,선명해요,보통이에요,,,,,
